Natureza;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez;Total;Year;Regiao;Municipio;Delegacia
HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;1;0;0;1;2023;Bauru;Agudos;DM - Agudos
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;1;0;0;1;2023;Bauru;Agudos;DM - Agudos
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Bauru;Agudos;DM - Agudos
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Bauru;Agudos;DM - Agudos
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;2;0;2;0;1;2;0;1;8;2023;Bauru;Agudos;DM - Agudos
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Bauru;Agudos;DM - Agudos
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;1;0;0;0;1;2023;Bauru;Agudos;DM - Agudos
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;1;0;0;0;0;0;0;0;1;2023;Bauru;Agudos;DM - Agudos
LESÃO CORPORAL DOLOSA;12;6;15;3;11;8;13;8;21;13;11;15;136;2023;Bauru;Agudos;DM - Agudos
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;6;3;2;8;8;5;4;9;4;3;2;8;62;2023;Bauru;Agudos;DM - Agudos
LESÃO CORPORAL CULPOSA - OUTRAS;1;0;0;0;1;0;0;0;0;0;0;0;2;2023;Bauru;Agudos;DM - Agudos
LATROCÍNIO;0;1;0;0;0;0;0;0;0;0;0;0;1;2023;Bauru;Agudos;DM - Agudos
Nº DE VÍTIMAS EM LATROCÍNIO;0;1;0;0;0;0;0;0;0;0;0;0;1;2023;Bauru;Agudos;DM - Agudos
TOTAL DE ESTUPRO (4);3;0;3;1;0;0;1;1;2;1;2;1;15;2023;Bauru;Agudos;DM - Agudos
ESTUPRO;1;0;2;0;0;0;0;0;2;0;0;0;5;2023;Bauru;Agudos;DM - Agudos
ESTUPRO DE VULNERÁVEL;2;0;1;1;0;0;1;1;0;1;2;1;10;2023;Bauru;Agudos;DM - Agudos
TOTAL DE ROUBO - OUTROS (1);1;2;5;0;10;3;2;2;0;1;2;0;28;2023;Bauru;Agudos;DM - Agudos
ROUBO - OUTROS;1;2;5;0;10;3;2;2;0;1;2;0;28;2023;Bauru;Agudos;DM - Agudos
ROUBO DE VEÍCULO;1;1;1;0;0;0;0;0;0;0;1;0;4;2023;Bauru;Agudos;DM - Agudos
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Bauru;Agudos;DM - Agudos
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Bauru;Agudos;DM - Agudos
FURTO - OUTROS;20;12;9;9;31;40;27;21;26;18;42;29;284;2023;Bauru;Agudos;DM - Agudos
FURTO DE VEÍCULO;5;1;2;1;4;1;4;1;0;0;1;0;20;2023;Bauru;Agudos;DM - Agudos
